Time,RTT,No.,Source,Destination,Protocol,Length,Info,Country,Region,City,Org,Longitude,Latitude,Connection,Label
2024-08-13 18:29:13,29.09756097560976,270815,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:29:14,28.89147286821705,270943,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:29:15,29.13,271106,192.168.1.75,162.249.72.5,UDP,82,64283  >  7253 Len=40,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:29:16,28.96491228070175,271206,162.249.72.5,192.168.1.75,UDP,129,7253  >  64283 Len=87,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:17,29.0,271320,162.249.72.5,192.168.1.75,UDP,94,7253  >  64283 Len=52,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:18,28.99212598425197,271435,162.249.72.5,192.168.1.75,UDP,689,7253  >  64283 Len=647,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:19,28.86842105263158,271564,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:29:20,28.73504273504274,271682,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:21,28.84745762711864,271804,162.249.72.5,192.168.1.75,UDP,113,7253  >  64283 Len=71,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:22,28.68032786885246,271922,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:23,29.15596330275229,272046,192.168.1.75,162.249.72.5,UDP,93,64283  >  7253 Len=51,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:29:24,29.09174311926606,272166,162.249.72.5,192.168.1.75,UDP,62,7253  >  64283 Len=20,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:25,28.66386554621849,272319,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:26,28.75,272438,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:27,29.03225806451613,272569,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:28,29.17692307692308,272695,162.249.72.5,192.168.1.75,UDP,291,7253  >  64283 Len=249,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:29,29.16793893129771,272856,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:30,29.1869918699187,272995,162.249.72.5,192.168.1.75,UDP,844,7253  >  64283 Len=802,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:31,29.07258064516129,273122,192.168.1.75,162.249.72.5,UDP,86,64283  >  7253 Len=44,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:29:32,29.29365079365079,273248,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:33,29.13821138211382,273384,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:29:34,29.21428571428572,273512,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:35,29.26666666666667,273654,192.168.1.75,162.249.72.5,UDP,86,64283  >  7253 Len=44,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:29:36,28.91803278688525,273798,162.249.72.5,192.168.1.75,UDP,548,7253  >  64283 Len=506,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:37,28.69117647058824,273922,162.249.72.5,192.168.1.75,UDP,343,7253  >  64283 Len=301,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:38,29.06428571428571,274062,162.249.72.5,192.168.1.75,UDP,213,7253  >  64283 Len=171,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:39,28.9527027027027,274214,162.249.72.5,192.168.1.75,UDP,376,7253  >  64283 Len=334,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:40,29.02255639097744,274369,162.249.72.5,192.168.1.75,UDP,294,7253  >  64283 Len=252,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:41,28.71544715447154,274502,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:29:42,29.44094488188976,274632,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:43,29.24444444444444,274759,162.249.72.5,192.168.1.75,UDP,140,7253  >  64283 Len=98,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:44,29.14285714285714,274894,162.249.72.5,192.168.1.75,UDP,289,7253  >  64283 Len=247,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:45,29.29752066115703,275026,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:29:46,28.67889908256881,275147,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:47,29.05042016806723,275262,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:48,28.88990825688073,275386,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:49,29.45,275506,162.249.72.5,192.168.1.75,UDP,555,7253  >  64283 Len=513,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:50,28.66666666666667,275629,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:29:51,29.73275862068965,275755,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:52,28.87068965517241,275873,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:53,29.0,275991,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:54,28.95967741935484,276126,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:55,29.10569105691057,276251,162.249.72.5,192.168.1.75,UDP,86,7253  >  64283 Len=44,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:56,28.8655462184874,276376,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:57,29.05833333333333,276502,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:58,29.0,276623,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:29:59,28.90983606557377,276761,162.249.72.5,192.168.1.75,UDP,184,7253  >  64283 Len=142,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:00,28.23770491803279,276892,162.249.72.5,192.168.1.75,UDP,212,7253  >  64283 Len=170,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:01,29.3125,277016,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:02,29.20869565217391,277146,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:03,28.8962962962963,277274,192.168.1.75,162.249.72.5,UDP,114,64283  >  7253 Len=72,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:04,29.26785714285714,277416,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:05,28.88976377952756,277530,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:06,28.67768595041322,277662,192.168.1.75,162.249.72.5,UDP,77,64283  >  7253 Len=35,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:07,29.3030303030303,277791,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:08,29.48333333333333,277923,192.168.1.75,162.249.72.5,UDP,86,64283  >  7253 Len=44,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:09,29.21666666666667,278053,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:10,28.9758064516129,278173,162.249.72.5,192.168.1.75,UDP,648,7253  >  64283 Len=606,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:11,29.11382113821138,278297,162.249.72.5,192.168.1.75,UDP,263,7253  >  64283 Len=221,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:12,29.20610687022901,278427,162.249.72.5,192.168.1.75,UDP,538,7253  >  64283 Len=496,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:13,29.48214285714286,278558,162.249.72.5,192.168.1.75,UDP,324,7253  >  64283 Len=282,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:14,29.2734375,278730,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:15,29.08823529411765,278862,162.249.72.5,192.168.1.75,UDP,458,7253  >  64283 Len=416,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:16,28.91970802919708,279001,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:17,29.09774436090225,279138,192.168.1.75,162.249.72.5,UDP,77,64283  >  7253 Len=35,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:18,28.88429752066116,279276,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:19,29.35593220338983,279399,192.168.1.75,162.249.72.5,UDP,101,64283  >  7253 Len=59,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:20,29.26973684210526,279517,162.249.72.5,192.168.1.75,UDP,501,7253  >  64283 Len=459,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:21,28.77777777777778,279677,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:22,28.95384615384615,279825,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:23,29.29565217391304,279957,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:24,28.87692307692308,280079,162.249.72.5,192.168.1.75,UDP,419,7253  >  64283 Len=377,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:25,28.78333333333333,280211,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:26,28.64912280701754,280397,162.249.72.5,192.168.1.75,UDP,85,7253  >  64283 Len=43,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:27,29.27777777777778,280519,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:28,29.07377049180328,280651,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:29,28.76666666666667,280781,162.249.72.5,192.168.1.75,UDP,92,7253  >  64283 Len=50,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:30,28.80172413793104,280915,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:31,28.64646464646465,281031,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:32,29.47967479674797,281161,162.249.72.5,192.168.1.75,UDP,536,7253  >  64283 Len=494,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:33,29.25961538461538,281297,162.249.72.5,192.168.1.75,UDP,124,7253  >  64283 Len=82,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:34,29.01941747572815,281405,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:35,28.96363636363636,281533,162.249.72.5,192.168.1.75,UDP,98,7253  >  64283 Len=56,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:36,29.36440677966102,281649,162.249.72.5,192.168.1.75,UDP,340,7253  >  64283 Len=298,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:37,29.11926605504587,281769,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:38,28.78991596638656,281898,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:39,28.70642201834863,282026,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:40,29.26315789473684,282143,162.249.72.5,192.168.1.75,UDP,416,7253  >  64283 Len=374,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:41,29.08928571428572,282264,162.249.72.5,192.168.1.75,UDP,175,7253  >  64283 Len=133,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:42,29.3448275862069,282382,162.249.72.5,192.168.1.75,UDP,68,7253  >  64283 Len=26,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:43,29.17241379310345,282503,162.249.72.5,192.168.1.75,UDP,188,7253  >  64283 Len=146,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:44,28.82758620689655,282622,162.249.72.5,192.168.1.75,UDP,472,7253  >  64283 Len=430,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:45,29.01666666666667,282743,162.249.72.5,192.168.1.75,UDP,198,7253  >  64283 Len=156,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:46,29.19672131147541,282863,162.249.72.5,192.168.1.75,UDP,92,7253  >  64283 Len=50,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:47,28.65079365079365,283002,162.249.72.5,192.168.1.75,UDP,275,7253  >  64283 Len=233,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:48,29.0,283150,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:49,28.8,283293,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:50,28.61788617886179,283418,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:51,28.82539682539683,283543,192.168.1.75,162.249.72.5,UDP,90,64283  >  7253 Len=48,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:52,29.08461538461539,283674,192.168.1.75,162.249.72.5,UDP,77,64283  >  7253 Len=35,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:53,29.078125,283806,192.168.1.75,162.249.72.5,UDP,86,64283  >  7253 Len=44,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:54,29.29545454545455,283940,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:55,28.78461538461539,284077,162.249.72.5,192.168.1.75,UDP,829,7253  >  64283 Len=787,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:56,28.98507462686567,284207,192.168.1.75,162.249.72.5,UDP,86,64283  >  7253 Len=44,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:57,29.26829268292683,284346,192.168.1.75,162.249.72.5,UDP,86,64283  >  7253 Len=44,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:30:58,29.3859649122807,284469,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:30:59,28.78571428571428,284586,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:00,29.23134328358209,284704,162.249.72.5,192.168.1.75,UDP,149,7253  >  64283 Len=107,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:01,28.96747967479675,284838,162.249.72.5,192.168.1.75,UDP,128,7253  >  64283 Len=86,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:02,29.17037037037037,284967,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:03,28.66187050359712,285108,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:04,28.88695652173913,285256,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:31:05,29.13761467889908,285371,162.249.72.5,192.168.1.75,UDP,227,7253  >  64283 Len=185,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:06,28.90697674418605,285485,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:07,29.11304347826087,285616,192.168.1.75,162.249.72.5,UDP,100,64283  >  7253 Len=58,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:31:08,29.15596330275229,285737,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:09,28.77952755905512,285863,162.249.72.5,192.168.1.75,UDP,180,7253  >  64283 Len=138,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:10,28.83898305084746,285999,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:11,28.95833333333333,286122,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:31:12,29.05982905982906,286250,162.249.72.5,192.168.1.75,UDP,264,7253  >  64283 Len=222,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:13,28.85810810810811,286367,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:14,29.34426229508197,286517,162.249.72.5,192.168.1.75,UDP,62,7253  >  64283 Len=20,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:15,28.81538461538462,286647,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:16,28.75862068965517,286781,162.249.72.5,192.168.1.75,UDP,257,7253  >  64283 Len=215,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:17,28.50406504065041,286901,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:18,29.40495867768595,287027,192.168.1.75,162.249.72.5,UDP,77,64283  >  7253 Len=35,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:31:19,28.57446808510638,287150,192.168.1.75,162.249.72.5,UDP,77,64283  >  7253 Len=35,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:31:20,28.96031746031746,287291,192.168.1.75,162.249.72.5,UDP,86,64283  >  7253 Len=44,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:31:21,29.208,287466,192.168.1.75,162.249.72.5,UDP,77,64283  >  7253 Len=35,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:31:22,28.93388429752066,287592,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:31:23,28.93650793650794,287713,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:31:24,28.7008547008547,287843,192.168.1.75,162.249.72.5,UDP,73,64283  >  7253 Len=31,GB,Greater London,London,BT,51.51930410613738,-0.1265381171205353,ADSL,LOL
2024-08-13 18:31:25,29.14516129032258,287995,162.249.72.5,192.168.1.75,UDP,182,7253  >  64283 Len=140,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
2024-08-13 18:31:26,28.88392857142857,288134,162.249.72.5,192.168.1.75,UDP,61,7253  >  64283 Len=19,US,California,Los Angeles,"AS6507 Riot Games, Inc",-118.4487,34.0447,ADSL,LOL
